0.1 0.1 0.09812699999999999 0.005565224104333334
0.1 0.2 0.32260133333333335 0.00017295013155554928
0.1 0.30000000000000004 0.35721200000000003 9.873005600000151e-05
0.1 0.4 0.3762796666666667 8.160655322220212e-05
0.1 0.5 0.38985200000000003 5.5867562666650494e-05
0.1 0.6 0.4004703333333333 5.526481988890608e-05
0.1 0.7000000000000001 0.408915 4.4111875000002465e-05
0.1 0.8 0.41685999999999995 4.9171000000042264e-05
0.1 0.9 0.4236406666666666 5.0288612888943485e-05
0.1 1.0 0.429667 4.2500010999979576e-05
0.2 0.1 0.012345333333333335 0.0021492428782222224
0.2 0.2 0.07679866666666667 0.0044173750648888906
0.2 0.30000000000000004 0.290343 0.00011040938433332093
0.2 0.4 0.32979533333333333 5.481184488888291e-05
0.2 0.5 0.35157200000000005 3.7092682666634014e-05
0.2 0.6 0.367376 2.8335224000003434e-05
0.2 0.7000000000000001 0.3793356666666666 2.530822788893161e-05
0.2 0.8 0.390042 3.0919835999981826e-05
0.2 0.9 0.39901566666666666 2.579772122221491e-05
0.2 1.0 0.4072676666666667 2.168792122220209e-05
0.30000000000000004 0.1 0.006083666666666667 0.0011344217665555554
0.30000000000000004 0.2 0.012233333333333336 0.0018656165555555558
0.30000000000000004 0.30000000000000004 0.07779566666666668 0.003244498347888888
0.30000000000000004 0.4 0.271921 6.729439233331413e-05
0.30000000000000004 0.5 0.31193000000000004 3.0309499999978118e-05
0.30000000000000004 0.6 0.335825 2.4424408333348357e-05
0.30000000000000004 0.7000000000000001 0.3519253333333333 2.2027891555573276e-05
0.30000000000000004 0.8 0.3653246666666667 1.9089791555543245e-05
0.30000000000000004 0.9 0.37655666666666665 1.847632222226614e-05
0.30000000000000004 1.0 0.386782 2.027854266667406e-05
0.4 0.1 0.0034519999999999993 0.0005884909626666668
0.4 0.2 0.0055513333333333335 0.0008678342315555555
0.4 0.30000000000000004 0.011756 0.0015454543973333335
0.4 0.4 0.11032366666666665 0.0014593460732222237
0.4 0.5 0.262004 4.432211733332303e-05
0.4 0.6 0.29993866666666663 2.1781638222237443e-05
0.4 0.7000000000000001 0.321812 2.0585589333335652e-05
0.4 0.8 0.33900833333333336 1.924349722222385e-05
0.4 0.9 0.35341566666666663 2.0211321222249334e-05
0.4 1.0 0.3652376666666667 2.324448122220657e-05
0.5 0.1 0.002265 0.00035509614166666663
0.5 0.2 0.003302666666666667 0.0005029547262222221
